"course_key","course_code","course_name","course_type","total_hours","credits","is_enabled"
"372","460306B0A06","工业网络与组态技术","A类(纯理论课)","108","6","是"
"373","460306B0A07","C语言程序设计与应用","B类((理论+实践)课)","72","6","是"
"374","460306B0A08","电路原理","B类((理论+实践)课)","104","6","是"
"375","460306B0B01","电工基础","B类((理论+实践)课)","72","4","是"
"376","460306B0B02","电气与电子绘图","B类((理论+实践)课)","72","4","是"
"377","460306B0B03","电子技术","B类((理论+实践)课)","72","4","是"
"378","460306B0B04","传感器与检测技术","B类((理论+实践)课)","108","6","是"
"379","460306B0B05","电力电子技术","B类((理论+实践)课)","72","4","是"
"380","460306B0B06","电气控制技术","B类((理论+实践)课)","144","8","是"
"381","460306B0B07","可编程控制器","B类((理论+实践)课)","72","4","是"
"382","460306B0B08","变频器技术","B类((理论+实践)课)","108","6","是"
"383","460306B0B09","典型生产线安装与调试","B类((理论+实践)课)","144","8","是"
"384","460306B0B10","电机与拖动","B类((理论+实践)课)","144","8","是"
"385","460306B0B11","电气CAD","B类((理论+实践)课)","72","4","是"
"386","460306B0B12","自动调速系统","B类((理论+实践)课)","72","4","是"
"387","460306B0B13","电气控制与PLC应用技术","B类((理论+实践)课)","144","4","是"
"388","460306B0B14","电气运行","B类((理论+实践)课)","72","4","是"
"389","460306B0C02","毕业设计","C类(纯实践课)","180","6","是"
"390","460306B0C03","维修电工综合实训","C类(纯实践课)","60","2","是"
"391","460306B0C04","钳工技能训练（限选）","C类(纯实践课)","72","4","是"
"392","460306B0C05","跟岗实习","C类(纯实践课)","120","7","是"
"393","460306B0C06","电工电子技能综合训练","B类((理论+实践)课)","72","4","是"
"394","460306B0C07","电子设计与实践","B类((理论+实践)课)","72","2","是"
"395","460306ZHC01","劳动教育实践1","C类(纯实践课)","2","0.6","是"
"396","460306ZHC02","劳动教育实践2","C类(纯实践课)","2","0.6","是"
"397","460306ZHC03","劳动教育实践3","C类(纯实践课)","2","0.6","是"
"398","460306ZHC04","劳动教育实践4","C类(纯实践课)","2","0.6","是"
"399","460306ZHC05","劳动教育实践5","C类(纯实践课)","2","0.6","是"
"400","460306ZXA01","智能制造与控制技术（限选）","A类(纯理论课)","72","4","是"
"401","460306ZXA02","电业安全（限选）","A类(纯理论课)","72","4","是"
"402","460306ZXB01","工业机器人应用技术（限选）","B类((理论+实践)课)","108","6","是"
"403","460306ZXB02","触摸屏应用技术 （限选）","B类((理论+实践)课)","72","4","是"
"404","460306ZXB03","现代电气控制系统装调 （限选）","B类((理论+实践)课)","144","8","是"
"405","460306ZXB04","C语言（限选）","B类((理论+实践)课)","72","4","是"
"406","460306ZXB05","单片机（限选）","B类((理论+实践)课)","72","4","是"
"407","460306ZXB06","智能应用技术（任选）","B类((理论+实践)课)","72","2","是"
"408","470201B0A01","无机化学及分析","B类((理论+实践)课)","108","6","是"
"409","470201B0A02","有机化学","B类((理论+实践)课)","108","6","是"
"410","470201B0A03","物理化学","B类((理论+实践)课)","108","6","是"
"411","470201B0A04","化工HSE与清洁生产","B类((理论+实践)课)","72","4","是"
"412","470201B0A05","化学反应过程及设备","B类((理论+实践)课)","108","6","是"
"413","470201B0A06","化工企业管理","B类((理论+实践)课)","72","4","是"
"414","470201B0A09","化工设备基础","B类((理论+实践)课)","108","6","是"
"415","470201B0A11","煤化工工艺","B类((理论+实践)课)","108","6","是"
"416","470201B0A15","石油化工工艺学","B类((理论+实践)课)","108","6","是"
"417","470201B0B01","工业分析技术","B类((理论+实践)课)","108","6","是"
"418","470201B0B02","化工仪表及自动化技术","B类((理论+实践)课)","108","6","是"
"419","470201B0B03","化工生产DCS操作","B类((理论+实践)课)","108","6","是"
"420","470201B0B04","化工制图","B类((理论+实践)课)","108","6","是"
"421","470201B0B05","化工产品检验","B类((理论+实践)课)","108","6","是"
"422","470201B0B06","化工安全技术","B类((理论+实践)课)","72","4","是"
"423","470201B0B07","化工仪表及自动化","B类((理论+实践)课)","108","6","是"
"424","470201B0B08","化工单元操作Ⅰ","B类((理论+实践)课)","108","6","是"
"425","470201B0B10","化工单元操作Ⅱ","B类((理论+实践)课)","108","6","是"
"426","470201B0B10-1","物理化学1","B类((理论+实践)课)","108","6","是"
"427","470201B0B10-2","物理化学2","B类((理论+实践)课)","108","6","是"
"428","470201B0B12","化工单元仿真","B类((理论+实践)课)","108","6","是"
"429","470201B0B13","化工生产技术","B类((理论+实践)课)","72","4","是"
"430","470201B0B13-1","化工单元操作1","B类((理论+实践)课)","108","6","是"
"431","470201B0B13-2","化工单元操作2","B类((理论+实践)课)","108","6","是"
"432","470201B0B14","化工安全生产技术","B类((理论+实践)课)","72","4","是"
"433","470201B0B16","化工生产过程操作与控制","B类((理论+实践)课)","180","10","是"
"434","470201B0B17","毕业设计与答辩","B类((理论+实践)课)","72","6","是"
"435","470201B0B38-01","化工单元操作1","B类((理论+实践)课)","108","6","是"
"436","470201B0B38-02","化工单元操作2","B类((理论+实践)课)","108","6","是"
"437","470201B0B39","化工生产DSC操作","B类((理论+实践)课)","108","6","是"
"438","470201B0B40","有机化工生产技术","B类((理论+实践)课)","108","6","是"
"439","470201B0B41","化工安全生产技术","B类((理论+实践)课)","108","6","是"
"440","470201B0B42","煤化工工艺","B类((理论+实践)课)","108","6","是"
"441","470201B0B43","化工生产技术","B类((理论+实践)课)","72","4","是"
"442","470201B0B44","工业分析","B类((理论+实践)课)","108","6","是"
"443","470201B0B45","化学反应过程及设备","B类((理论+实践)课)","108","6","是"
"444","470201B0C18","化学实验基本技术实训","C类(纯实践课)","30","1","是"
"445","470201B0C19","社会实践","C类(纯实践课)","30","1","是"
"446","470201B0C20","化工生产基本操作实训","C类(纯实践课)","30","1","是"
"447","470201B0C21","仪表认识及操作实训","C类(纯实践课)","30","1","是"
"448","470201B0C22","化工工艺仿真综合实训","C类(纯实践课)","60","2","是"
"449","470201B0C46","化工总控操作技术","B类((理论+实践)课)","324","18","是"
"450","470201GXA03","书法艺术与规范写字","A类(纯理论课)","56","4","是"
"451","470201GXB04","社交与礼仪","C类(纯实践课)","28","2","是"
"452","470201GXB05","营养与健康","A类(纯理论课)","28","2","是"
"453","470201GXC06","象棋文化与技术","C类(纯实践课)","28","2","是"
"454","470201ZXA01","化工企业管理","B类((理论+实践)课)","36","2","是"
"455","470201ZXA02","现代信息技术及应用","B类((理论+实践)课)","36","2","是"
"456","470201ZXA03","化工物料输送与控制技术","B类((理论+实践)课)","36","2","是"
"457","470201ZXA04","化工传热与控制技术","B类((理论+实践)课)","36","2","是"
"458","470201ZXA05","城市燃气输配","B类((理论+实践)课)","36","2","是"
"459","470201ZXA06","储运油料技术","B类((理论+实践)课)","36","2","是"
"460","470201ZXA07","危险化学品安全管理","A类(纯理论课)","56","4","是"
"461","470201ZXA08","食品快速检测技术
（任选）","A类(纯理论课)","56","2","是"
"462","470208B0A01","无机化学","B类((理论+实践)课)","108","6","是"
"463","470208B0A02","有机化学","B类((理论+实践)课)","108","6","是"
"464","470208B0A03","物理化学","B类((理论+实践)课)","108","6","是"
"465","470208B0A04","实验室安全技术","B类((理论+实践)课)","72","4","是"
"466","470208B0A05","典型工业原料与产品分析","B类((理论+实践)课)","108","6","是"
"467","470208B0A06","化验室组织与管理","B类((理论+实践)课)","72","4","是"
"468","470208B0A09","化工制图","B类((理论+实践)课)","108","6","是"
"469","470208B0A11","有机分析","B类((理论+实践)课)","108","6","是"
"470","470208B0A15","油品分析技术","B类((理论+实践)课)","108","6","是"
"471","470208B0A16","典型工业原料与产品分析","A类(纯理论课)","108","6","是"
"472","470208B0B01","分析检验样品制备技术","B类((理论+实践)课)","108","6","是"
"473","470208B0B02","仪器分析","B类((理论+实践)课)","108","6","是"
"474","470208B0B03","分析检验的质量保证与认证","B类((理论+实践)课)","72","4","是"
"475","470208B0B04","化学分析技术","B类((理论+实践)课)","108","6","是"
"476","470208B0B05","分析样品制备技术","B类((理论+实践)课)","108","6","是"
"477","470208B0B07","仪器分析技术","B类((理论+实践)课)","108","6","是"
"478","470208B0B08","化工单元操作","B类((理论+实践)课)","108","6","是"
"479","470208B0B10","化工工艺","B类((理论+实践)课)","108","6","是"
"480","470208B0B12","油品分析技术","B类((理论+实践)课)","108","6","是"
"481","470208B0B13","食品分析与检测","B类((理论+实践)课)","72","4","是"
"482","470208B0B14","分析检验质量保证与监控","B类((理论+实践)课)","72","4","是"
"483","470208B0B16","毕业综合训练","B类((理论+实践)课)","180","10","是"
"484","470208B0B17","化工企业管理","B类((理论+实践)课)","72","4","是"
"485","470208B0C18","基础化学实验技术","C类(纯实践课)","30","1","是"
"486","470208B0C20","分析检验用电设施使用","C类(纯实践课)","30","1","是"
"487","470208B0C21","仪器分析综合技能实训","C类(纯实践课)","30","1","是"
"488","470208B0C22","化工工艺仿真综合实训","C类(纯实践课)","60","2","是"
"489","470208ZXA01","微生物基础与检验技术","B类((理论+实践)课)","36","2","是"
"490","470208ZXA02","化验室组织与管理","B类((理论+实践)课)","36","2","是"
"491","470208ZXA03","计量与标准化基础","B类((理论+实践)课)","36","2","是"
"492","470208ZXA04","煤质检验","B类((理论+实践)课)","36","2","是"
"493","470208ZXA07","工业分析专业英语
（任选）","A类(纯理论课)","56","4","是"
"494","470208ZXA08","食品快速检测技术
（任选）","A类(纯理论课)","56","2","是"
"495","470209B0A01","大学化学","B类((理论+实践)课)","108","6","是"
"496","470209B0A02","化工制图","B类((理论+实践)课)","108","6","是"
"497","470209B0A03","电工与电子技术","B类((理论+实践)课)","108","6","是"
"498","470209B0A04","基础化学","B类((理论+实践)课)","108","6","是"
"499","470209B0A05","过程控制技术","B类((理论+实践)课)","108","6","是"
"500","470209B0A06","化工企业管理","B类((理论+实践)课)","72","4","是"
"501","470209B0A07","化工反应过程及设备","A类(纯理论课)","108","6","是"
"502","470209B0A08","化工自动化技术","B类((理论+实践)课)","108","6","是"
"503","470209B0A09","化工仪表及自动化","B类((理论+实践)课)","108","6","是"
"504","470209B0A10","化工HSE与清洁生产","B类((理论+实践)课)","72","4","是"
"505","470209B0A11","过程装备控制技术","B类((理论+实践)课)","108","6","是"
"506","470209B0A15","石油化工工艺学","B类((理论+实践)课)","108","6","是"
"507","470209B0B01","化工设备与维护","B类((理论+实践)课)","108","6","是"
"508","470209B0B02","计算机网络技术","B类((理论+实践)课)","72","4","是"
"509","470209B0B03","化工安全与环保技术","B类((理论+实践)课)","108","6","是"
"510","470209B0B04","计算机网络与通信","B类((理论+实践)课)","108","6","是"
"511","470209B0B05","化工设备基础","B类((理论+实践)课)","108","6","是"
"512","470209B0B06","化工生产 DCS 操作","B类((理论+实践)课)","108","6","是"
"513","470209B0B07","化工设备","B类((理论+实践)课)","108","6","是"
"514","470209B0B08","化工单元操作2","B类((理论+实践)课)","108","6","是"
"515","470209B0B09","化工智能化应用技术","B类((理论+实践)课)","72","4","是"
"516","470209B0B10","化工安全生产技术","B类((理论+实践)课)","108","6","是"
"517","470209B0B12","化工单元仿真","B类((理论+实践)课)","108","6","是"
"518","470209B0B13","智能工厂集成系统","B类((理论+实践)课)","72","4","是"
"519","470209B0B14","计算机智能控制系统","B类((理论+实践)课)","72","4","是"
"520","470209B0B16","化工生产过程操作与控制","B类((理论+实践)课)","180","10","是"
"521","470209ZXA01","化工企业管理","B类((理论+实践)课)","36","2","是"
"522","470209ZXA02","数据库应用基础","B类((理论+实践)课)","36","2","是"
"523","470209ZXA03","大数据分析及应用","B类((理论+实践)课)","36","2","是"
"524","470209ZXA04","Python 编程语言","B类((理论+实践)课)","36","2","是"
"525","470209ZXA07","工业分析专业英语
（任选）","A类(纯理论课)","56","4","是"
"526","470209ZXA08","食品快速检测技术
（任选）","A类(纯理论课)","56","2","是"
"527","500210B0A01","汽车机械制图","B类((理论+实践)课)","68","4","是"
"528","500210B0A02","汽车机械基础","B类((理论+实践)课)","68","4","是"
"529","500210B0A03","汽车文化","A类(纯理论课)","34","2","是"
"530","500210B0A04","汽车实用英语","A类(纯理论课)","64","4","是"
"531","500210B0A05","汽车电工与电子技术","B类((理论+实践)课)","64","4","是"
"532","500210B0A06","汽车法律法规","A类(纯理论课)","64","4","是"
"533","500210B0B01","汽车使用与维护","B类((理论+实践)课)","64","4","是"
"534","500210B0B02","汽车结构与拆装（一）","B类((理论+实践)课)","96","6","是"
"535","500210B0B03","汽车维修业务接待","B类((理论+实践)课)","72","4","是"
"536","500210B0B04","汽车营销","B类((理论+实践)课)","108","6","是"
"537","500210B0B05","汽车结构与拆装（二）","B类((理论+实践)课)","108","6","是"
"538","500210B0B06","汽车保险与理赔","B类((理论+实践)课)","72","4","是"
"539","500210B0B07","汽车鉴定与评估","B类((理论+实践)课)","72","4","是"
"540","500210B0B08","谈判与推销技巧","B类((理论+实践)课)","72","4","是"
"541","500210B0B09","市场营销学","B类((理论+实践)课)","96","6","是"
"542","500210B0B10","汽车配件及营销","B类((理论+实践)课)","64","4","是"
"543","500210B0B11","汽车销售礼仪","B类((理论+实践)课)","64","4","是"
"544","500210B0B12","汽车运用与维修（初级1+X职业技能等级证书）","B类((理论+实践)课)","60","2","是"
"545","500210B0B13","汽车维修企业管理","B类((理论+实践)课)","72","4","是"
"546","500210B0C04","毕业设计","C类(纯实践课)","180","6","是"
"547","500210ZXA01","新能源汽车（限选）","B类((理论+实践)课)","64","4","是"
"548","500210ZXA02","汽车车身维修技术（限选）","B类((理论+实践)课)","72","4","是"
"549","500210ZXA03","汽车底盘构造与维修（限选）","B类((理论+实践)课)","36","2","是"
"550","500210ZXA04","汽车发动机构造与维修（限选）","B类((理论+实践)课)","36","2","是"
"551","500210ZXA05","汽车电器构造维修（任选）","B类((理论+实践)课)","32","2","是"
"552","500210ZXA06","汽车新技术（任选）","C类(纯实践课)","36","2","是"
"553","500210ZXA07","汽车安全与舒适系统检修","A类(纯理论课)","36","2","是"
"554","500211B0A01","汽车机械制图","B类((理论+实践)课)","68","4","是"
"555","500211B0A02","汽车机械基础","B类((理论+实践)课)","68","4","是"
"556","500211B0A03","汽车文化","A类(纯理论课)","34","2","是"
"557","500211B0A04","汽车实用英语","A类(纯理论课)","64","4","是"
"558","500211B0A05","汽车电工与电子技术","B类((理论+实践)课)","64","4","是"
"559","500211B0B01","汽车使用与维护","B类((理论+实践)课)","64","4","是"
"560","500211B0B02","汽车结构与拆装（一）","B类((理论+实践)课)","96","6","是"
"561","500211B0B03","汽车维修业务接待","B类((理论+实践)课)","72","4","是"
"562","500211B0B04","汽车发动机构造与维修","B类((理论+实践)课)","108","6","是"
"563","500211B0B05","汽车结构与拆装（二）","B类((理论+实践)课)","108","6","是"
"564","500211B0B06","汽车底盘构造与维修","B类((理论+实践)课)","72","4","是"
"565","500211B0B07","汽车电器构造维修","B类((理论+实践)课)","72","4","是"
"566","500211B0B08","汽车自动变速器维修","B类((理论+实践)课)","72","4","是"
"567","500211B0B09","汽车车载网络技术","B类((理论+实践)课)","96","6","是"
"568","500211B0B10","汽车空调维修","B类((理论+实践)课)","64","4","是"
"569","500211B0B11","汽车性能与检测","B类((理论+实践)课)","64","4","是"
"570","500211B0B12","汽车运用与维修（初级1+X职业技能等级证书）","B类((理论+实践)课)","60","2","是"
"571","500211B0B13","汽车故障诊断技术","B类((理论+实践)课)","56","4","是"
"572","500211B0B14","汽车安全与舒适系统检修","B类((理论+实践)课)","72","4","是"
"573","500211B0C01","认识实习","C类(纯实践课)","30","1","是"
"574","500211B0C02","金工实习","C类(纯实践课)","60","2","是"
"575","500211B0C04","毕业设计","C类(纯实践课)","180","6","是"
"576","500211ZXA01","新能源汽车（限选）","B类((理论+实践)课)","64","4","是"
"577","500211ZXA02","汽车车身维修技术（限选）","B类((理论+实践)课)","72","4","是"
"578","500211ZXA03","汽车保险与理赔（限选）","B类((理论+实践)课)","36","2","是"
"579","500211ZXA04","汽车配件及营销（限选）","B类((理论+实践)课)","36","2","是"
"580","500211ZXA05","汽车鉴定与评估（任选）","B类((理论+实践)课)","32","2","是"
"581","500211ZXA06","汽车新技术（任选）","A类(纯理论课)","36","2","是"
"582","500212B0A01","汽车机械制图","A类(纯理论课)","68","4","是"
"583","500212B0A02","汽车机械基础","A类(纯理论课)","68","4","是"
"584","500212B0A03","新能源汽车概论","A类(纯理论课)","34","2","是"
"585","500212B0A04","汽车电子控制原理及应用","A类(纯理论课)","64","4","是"
"586","500212B0A05","汽车电工与电子技术","A类(纯理论课)","64","4","是"
"587","500212B0B01","汽车结构与拆装","B类((理论+实践)课)","102","6","是"
"588","500212B0B01-1","汽车结构与拆装-1","B类((理论+实践)课)","102","6","是"
"589","500212B0B01-2","汽车结构与拆装-2","B类((理论+实践)课)","102","6","是"
"590","500212B0B02","新能源汽车电机与控制","B类((理论+实践)课)","108","6","是"
"591","500212B0B03","汽车电路分析与检测","B类((理论+实践)课)","72","4","是"
"592","500212B0B04","新能源汽车底盘技术与检修","B类((理论+实践)课)","108","6","是"
"593","500212B0B05","动力电池及能量管理技术","B类((理论+实践)课)","72","4","是"
"594","500212B0B06","新能源汽车空调维修","B类((理论+实践)课)","72","4","是"
"595","500212B0B07","新能源汽车维护与保养","B类((理论+实践)课)","108","6","是"
"596","500212B0B08","汽车车载网络技术","B类((理论+实践)课)","84","6","是"
"597","500212B0B09","新能源汽车综合故障诊断","B类((理论+实践)课)","84","6","是"
"598","500212B0B10","汽车维修电工（初级1+X职业技能等级证书）","B类((理论+实践)课)","56","4","是"
"599","500212B0B14","新能源汽车整车控制技术","B类((理论+实践)课)","72","4","是"
"600","500212B0C01","认识实习","C类(纯实践课)","30","1","是"
"601","500212B0C02","金工实习","C类(纯实践课)","60","2","是"
"602","500212B0C03","顶岗实习","C类(纯实践课)","480","16","是"
"603","500212B0C04","毕业设计","C类(纯实践课)","180","6","是"
"604","500212ZXA01","汽车维修业务接待","A类(纯理论课)","72","4","是"
"605","500212ZXA03","汽车保险与理赔","A类(纯理论课)","36","2","是"
"606","500212ZXA04","汽车配件及营销","A类(纯理论课)","36","2","是"
"607","500212ZXA05","汽车鉴定与评估","A类(纯理论课)","28","2","是"
"608","500212ZXA06","汽车安全与舒适系统检修","A类(纯理论课)","72","4","是"
"609","510102B0A01","电工电子技术","A类(纯理论课)","144","4","是"
"610","510102B0A02","计算机英语","A类(纯理论课)","36","2","是"
"611","510102B0A03","物联网概论","A类(纯理论课)","74","4","是"
"612","510102B0B01","C语言程序设计","B类((理论+实践)课)","72","4","是"
"613","510102B0B02","计算机网络基础","B类((理论+实践)课)","72","4","是"
"614","510102B0B03","单片机技术","B类((理论+实践)课)","72","4","是"
"615","510102B0B04","路由交换技术","B类((理论+实践)课)","108","6","是"
"616","510102B0B05","数据库基础","B类((理论+实践)课)","72","4","是"
"617","510102B0B06","传感器应用技术","B类((理论+实践)课)","108","6","是"
"618","510102B0B07","嵌入式技术","B类((理论+实践)课)","72","6","是"
"619","510102B0B08","自动识别技术","B类((理论+实践)课)","108","6","是"
"620","510102B0B09","无线传感网应用技术","B类((理论+实践)课)","108","12","是"
"621","510102B0B10","物联网项目规划与实施","B类((理论+实践)课)","108","6","是"
"622","510102B0B11","物联网应用程序设计","B类((理论+实践)课)","108","6","是"
"623","510102B0B12","C 语言程序设计下","B类((理论+实践)课)","72","4","是"
"624","510102B0B13","数据结构","B类((理论+实践)课)","72","4","是"
"625","510102B0B14","微机原理","B类((理论+实践)课)","72","2","是"
"626","510102B0B15","传感器原理","B类((理论+实践)课)","108","6","是"
"627","510102B0B16","无线组网技术","B类((理论+实践)课)","108","6","是"
"628","510102B0C01","传感器应用综合实训","C类(纯实践课)","30","1","是"
"629","510102B0C02","物联网系统综合实训","C类(纯实践课)","30","1","是"
"630","510102B0C03","毕业设计","C类(纯实践课)","180","6","是"
"631","510102GXA03","创新创业教育（任选）","B类((理论+实践)课)","34","1","是"
"632","510102ZXA01","创新创业教育-专业方向（任选）","A类(纯理论课)","72","2","是"
"633","510102ZXB01","Java程序设计（限选）","B类((理论+实践)课)","72","2","是"
"634","510102ZXB02","物联网工程制图（限选）","B类((理论+实践)课)","72","4","是"
"635","510102ZXB03","物联网工程布线(限选）","B类((理论+实践)课)","72","8","是"
"636","510102ZXB04","现代通信技术(任选）","B类((理论+实践)课)","72","2","是"
"637","510102ZXB05","1+X物联网工程实施与运维","B类((理论+实践)课)","144","4","是"
"638","510107B0A01","汽车机械制图","B类((理论+实践)课)","68","4","是"
"639","510107B0A02","汽车机械基础","B类((理论+实践)课)","68","4","是"
"640","510107B0A03","C语言程序设计","B类((理论+实践)课)","68","4","是"
"641","510107B0A04","汽车实用英语","A类(纯理论课)","72","4","是"
"642","510107B0A05","汽车电工与电子技术","B类((理论+实践)课)","108","4","是"
"643","510107B0B01","汽车结构与拆装","B类((理论+实践)课)","108","6","是"
"644","510107B0B02","汽车维护与保养","B类((理论+实践)课)","108","6","是"
"645","510107B0B03","汽车单片机技术","B类((理论+实践)课)","72","4","是"
"646","510107B0B04","新能源汽车技术","B类((理论+实践)课)","72","4","是"
"647","510107B0B05","汽车维修业务接待","B类((理论+实践)课)","72","4","是"
"648","510107B0B06","汽车发动机构造与维修","B类((理论+实践)课)","108","6","是"
"649","510107B0B07","汽车底盘构造与维修","B类((理论+实践)课)","72","4","是"
"650","510107B0B08","汽车电器构造维修","B类((理论+实践)课)","72","4","是"
"651","510107B0B09","汽车车载网络技术","B类((理论+实践)课)","96","6","是"
"652","510107B0B10","汽车综合检测与诊断技术","B类((理论+实践)课)","64","4","是"
"653","510107B0B11","智能网联汽车技术","B类((理论+实践)课)","64","4","是"
"654","510107B0B12","汽车运用与维修（初级1+X职业技能等级证书）","B类((理论+实践)课)","60","2","是"
"655","510107B0B13","汽车电路分析与检测","B类((理论+实践)课)","72","4","是"
"656","510107B0B14","汽车安全与舒适系统检修","B类((理论+实践)课)","72","4","是"
"657","510107B0C01","认识实习","C类(纯实践课)","30","1","是"
"658","510107B0C03","毕业设计","C类(纯实践课)","180","6","是"
"659","510107ZXA01","EDA车载电子线路设计（限选）","B类((理论+实践)课)","64","4","是"
"660","510107ZXA02","汽车车身维修技术（限选）","B类((理论+实践)课)","72","4","是"
"661","510107ZXA03","汽车保险与理赔（限选）","B类((理论+实践)课)","36","2","是"
"662","510107ZXA04","汽车配件及营销（限选）","B类((理论+实践)课)","36","2","是"
"663","510107ZXA05","汽车鉴定与评估（限选）","B类((理论+实践)课)","32","2","是"
"664","510107ZXA06","汽车新技术（任选）","A类(纯理论课)","36","2","是"
"665","510202B0A01","计算机英语","A类(纯理论课)","36","2","是"
"666","510202B0B01","计算机硬件基础","B类((理论+实践)课)","72","4","是"
"667","510202B0B02","C 语言程序设计","B类((理论+实践)课)","72","4","是"
"668","510202B0B03","计算机网络基础","B类((理论+实践)课)","72","4","是"
"669","510202B0B04","数据库基础","B类((理论+实践)课)","72","4","是"
"670","510202B0B06","信息网络布线","B类((理论+实践)课)","72","4","是"
"671","510202B0B07","路由交换技术Ⅰ","B类((理论+实践)课)","72","4","是"
"672","510202B0B08","路由交换技术Ⅱ","B类((理论+实践)课)","68","4","是"
"673","510202B0B09","Linux操作系统管理","B类((理论+实践)课)","68","4","是"
"674","510202B0B10","网络安全设备配置与管理","B类((理论+实践)课)","102","6","是"
"675","510202B0B11","网络运行与维护","B类((理论+实践)课)","96","6","是"
"676","510202B0B12","网络系统集成","B类((理论+实践)课)","96","6","是"
"677","510202B0B13","SDN技术","B类((理论+实践)课)","96","6","是"
"678","510202B0B14","数据结构","B类((理论+实践)课)","72","8","是"
"679","510202B0B15","Java程序设计","B类((理论+实践)课)","108","6","是"
"680","510202B0B16","组装与维护","B类((理论+实践)课)","36","2","是"
"681","510202B0B17","C语言程序设计下","B类((理论+实践)课)","72","4","是"
"682","510202B0B18","云计算","B类((理论+实践)课)","108","6","是"
"683","510202B0B19","Python程序设计","B类((理论+实践)课)","36","6","是"
"684","510202B0B20","windows server 操作系统管理","B类((理论+实践)课)","72","4","是"
"685","510202B0B21","PHP网站开发技术","B类((理论+实践)课)","108","4","是"
"686","510202B0C01","网络构建与管理实训","C类(纯实践课)","60","2","是"
"687","510202B0C02","SDN架构搭建与应用创新开发实训","C类(纯实践课)","60","2","是"
"688","510202B0C03","1+X网络系统建设与运维初级（任选）","C类(纯实践课)","20","1","是"
"689","510202B0C04","1+X网络系统建设与运维中级（任选）","C类(纯实践课)","40","2","是"
"690","510202B0C05","毕业设计","C类(纯实践课)","180","30","是"
"691","510202B0C06","顶岗实习","C类(纯实践课)","360","12","是"
"692","510202ZXA01","创新创业教育-专业方向（任选）","A类(纯理论课)","72","2","是"
"693","510202ZXB01","HTML5+JavaScript程序设计（任选）","B类((理论+实践)课)","72","2","是"
"694","510202ZXB02","无线局域网组建（限选）","B类((理论+实践)课)","96","2","是"
"695","510202ZXB03","网络虚拟化技术（限选）","B类((理论+实践)课)","96","4","是"
"696","510202ZXB04","网络存储技术（限选）","B类((理论+实践)课)","96","4","是"
"697","510202ZXB05","操作系统（限选）","B类((理论+实践)课)","72","4","是"
"698","510203B0A01","计算机专业英语","A类(纯理论课)","36","2","是"
"699","510203B0A02","美学基础","A类(纯理论课)","72","2","是"
"700","510203B0B01","C语言程序设计","B类((理论+实践)课)","72","4","是"
"701","510203B0B02","图形图像处理","B类((理论+实践)课)","72","2","是"
"702","510203B0B03","数据库基础","B类((理论+实践)课)","72","4","是"
"703","510203B0B04","数据结构","B类((理论+实践)课)","72","4","是"
"704","510203B0B05","静态网页设计与制作","B类((理论+实践)课)","72","4","是"
"705","510203B0B06","Java程序设计","B类((理论+实践)课)","108","6","是"
"706","510203B0B07","MySQL数据库","B类((理论+实践)课)","72","4","是"
"707","510203B0B08","Java Web 应用开发","B类((理论+实践)课)","72","4","是"
"708","510203B0B09","Web前端开发","B类((理论+实践)课)","72","4","是"
"709","510203B0B10","软件测试技术","B类((理论+实践)课)","72","4","是"
"710","510203B0B11","UI设计基础","B类((理论+实践)课)","72","4","是"
"711","510203B0B12","移动应用开发","B类((理论+实践)课)","72","4","是"
"712","510203B0B13","HTML5+JavaScript程序设计","B类((理论+实践)课)","72","4","是"
"713","510203B0B14","搜索引擎优化技术","B类((理论+实践)课)","72","4","是"
"714","510203B0B15","嵌入式系统及应用","B类((理论+实践)课)","72","4","是"
"715","510203B0B16","网店运维（1+X）","B类((理论+实践)课)","144","8","是"
"716","510203B0B17","C语言程序设计下","B类((理论+实践)课)","72","4","是"
"717","510203B0B18","计算机组成原理","B类((理论+实践)课)","72","4","是"
"718","510203B0B19","计算机网络基础","B类((理论+实践)课)","72","4","是"
"719","510203B0B20","面向的对象程序开发","B类((理论+实践)课)","72","4","是"
"720","510203B0B21","Python","B类((理论+实践)课)","36","4","是"
"721","510203B0B22","操作系统","B类((理论+实践)课)","72","4","是"
"722","510203B0B23","UML建模","B类((理论+实践)课)","72","4","是"
"723","510203B0B24","软件工程","B类((理论+实践)课)","72","4","是"
"724","510203B0C01","Java开发综合实战","C类(纯实践课)","60","8","是"
"725","510203B0C02","Web前端综合实战","C类(纯实践课)","180","4","是"
"726","510203B0C03","毕业设计","C类(纯实践课)","480","30","是"
"727","510203ZXA01","创新创业教育-专业方向（任选）","A类(纯理论课)","72","2","是"
"728","510203ZXB01","实用项目管理（限选）","B类((理论+实践)课)","72","4","是"
"729","510203ZXB02","计算机网络基础（任选）","B类((理论+实践)课)","72","2","是"
"730","510203ZXB03","C/C++程序设计（限选）","B类((理论+实践)课)","72","4","是"
"731","510203ZXB04","微机原理及汇编语言程序设计（任选）","B类((理论+实践)课)","72","2","是"
"732","510203ZXB05","PHP","B类((理论+实践)课)","72","4","是"
"733","510203ZXB06","Unity游戏开发（限选）","B类((理论+实践)课)","36","2","是"
"734","510204B0A01","数字媒体技术概论","A类(纯理论课)","36","2","是"
"735","510204B0B01","设计基础","B类((理论+实践)课)","36","2","是"
